key,identifier,url,title,year,author,degree_grantor,department,degree_supervisor,description,place,lon,lat,Frequency
1352,f3sn073q,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3sn073q,"Otros Mexicos: La representacion del espacio mexicano en ""The Plumed Serpent"", de D. H. Lawrence; ""The Power and the Glory"", de Graham Greene y ""Under the Volcano"", de Malcolm Lowry Other Mexicos: Representations of Mexican Space in D. H. Lawrence's ""The Plumed Serpent"", Graham Greene's ""The Power and the Glory"" and Malcolm Lowry's ""Under the Volcano""",2012,"Leon-Real Mendez, Nora Marisa","University of California, Santa Barbara. Spanish and Portuguese",Spanish and Portuguese,Sara Poot-Herrera,"D. H. Lawrence, Graham Greene and Malcolm Lowry traveled individually to Mexico during the 1920s and 1930s. In their respective trips, these three authors tried to know and analyze not only the place but the people who lived in it. After months---even years---of traveling, the three authors went back to their experiences in Mexico to create The Plumed Serpent (1926), The Power and the Glory (1940), and Under the Volcano (1947), respectively. Three English novels situated in Mexican space. The impact that post-colonial studies have had in understanding the imposed perspective of previous empires over other regions makes it impossible to sustain that this representation of the other is ""transparent"", that it's not mediated by form. Some concepts belonging to the study of rhetorical analysis---such as focalization and characterization---allow me to discover the different points of view that are at play in the creation of stories that describe a space not only unknown to the reader, but even new within the literary universe that subscribes them. These three novels inherit almost directly the narratives of exploration and travel of the 16th and 17th centuries. Therefore, they reflect an old narrative tradition of writing about what has been explored, of knowing a space and then recreating it in words as the background for travels that have been lived. This project focuses in revealing the rhetorical techniques used by the authors to transform Mexico into the setting for different narrative worlds. By referring their readers continually to a country that has been visited, explored and surveyed by themselves, the writers contribute to the formation of one coherent narrative universe whose meaning is distributed throughout the three novels, but all together conforms what I've called Mexican space. This narrative world was founded by Lawrence, but Greene and Lowry follow in his footsteps and contribute to it. By not only situating their novels in a country that's explicitly referred to as ""Mexico"", but giving them the same thematic background---a religious upheaval---these writers create a consistent image of Mexico as a religious country where modern men go to seek spiritual reconnection in the period between two World Wars. The narrative space created by Lawrence, Greene and Lowry is then equally Mexican and religious, but this qualities are presented through a collection of sites and places that I've grouped for their analyses in four categories: topographical space, social space, religious space and movement. By reading these novels through their spacial representations, I propose a view of Mexico as a trope, a topos, in English literature that was created and solidified in the novels written by Lawrence, Greene and Lowry.",Mexico,-102.552784,23.634501,64
1502,f3tq5zg7,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3tq5zg7,"The cronista (re)writes the nation: Memory and ""alternative histories"" in cronicas of Mexican centennial and bicentennial commemorations of independence",2012,"Workman, Amber Leah","University of California, Santa Barbara. Spanish and Portuguese",Spanish and Portuguese,Sara Poot Herrera,"This study examines the relationship between the Latin American journalistic cronica (""chronicle"") and memory, specifically the way writers used highly imaginative cronicas as a means to uphold or challenge official memory and history and to propose ""alternative"" readings of the nation during Mexico's centenary and bicentenary commemorations of Independence of 1910, 1921, and 2010. The centenarios were times when historical memory was of paramount importance and that foregrounded two long-standing obsessions of the cronica: the topic of national identity and an interest in great historical events. Positing the cronica as a sort of literary lieu de memoire (""site of memory""), the study analyzes works from Mexican and Mexican American cronistas (""chroniclers"") drawn from current and turn-of-the-century periodical sources including writings by Juan B. Urrutia, ""Cagliostro,"" Rafael Lopez, Jose D. Frias, Jose de Jesus Nunez y Dominguez, Jorge Ulica (Julio G. Arce), Carlos Monsivais, Rafael Perez Gay, and Hermann Bellinghausen. The study contends that the modern cronica (1910, 1921) and the postmodern cronica (2010) as works of memory differ in their literary treatment of events, partly due to the changing role of the cronista as well as changes in the form/content, functions, and reception of the literary chronicle from one century to the next. In the case of the Mexican independence celebrations examined here, ""alternative histories"" or narratives of the nation's past also responded to changes associated with the paradigmatic shift from modernity to postmodernity. While for turn-of-the-century modernista writers, for instance, the cronica itself was an experiment in creative journalism, cronicas today, often published in blogs, or online journals or newspapers, involve new forms of experimentation, are not necessarily published by professional writers or intellectuals, and may involve reader participation (or ""modification"" of official memory through online commentary and social networking tools). Furthermore, while nineteenth-century cronicas sought to express a singular, monolithic version of national identity, now postmodern or late twentieth and early twenty-first century cronistas tend to question such metanarratives or ""all-encompassing"" explanations of knowledge or ""absolute truths"". Todayå«s cronistas also seem less likely to function as an authoritative source of knowledge (or ""memory""), as readers now have the ability to quickly and easily verify information on their own (via the internet) and to interact with electronically published texts to question them or to provide their own versions of ""what happened""; that is, to provide countermemories. Critical studies to date have been unable to provide a definition of the literary cronica that accounts for diachronic changes as well as issues relating to the genre's formal hybridity (between literature and journalism) or its official or unofficial stance toward state-backed concerns. I argue, however, that reading the cronica as memory transcends these questions and provides an important bridge to a more all-inclusive definition of the genre, thus establishing its significance in the literary canon and offering an additional approach to its critical study.",Mexico,-102.552784,23.634501,64
1545,f33f4mqk,https://www.alexandria.ucsb.edu/lib/ark:/48907/f33f4mqk,Homoerotismo literario: El punto de encuentro de la gaydad mexicana,2012,"Del Toro, Jose Cesar","University of California, Santa Barbara. Spanish and Portuguese",Spanish and Portuguese,Sara Poot Herrera,"This dissertation explores the spaces of entertainment (cruising zones) that serve as a place for the homosexual characters to exist/interact with others (similar or/and different), and have a life that is still not possible in the dominant society. While the characters coexist in these kinds of zones, they transform environment and places to their advantage. I discuss the value of all the different types of spaces in the formation of the personal/collective and cultural identity of the protagonists. These significant places serve as a tool for the characters to manipulate their disadvantages they have in a repressive society. In this work, I present an analysis of four Mexican novels: Los 41: una novela critico social (1906) by Eduardo A. Castrejon (seud.), El diario de Jose Toledo (1964) by Miguel Barbachano Ponce, El vampiro de la colonia Roma (1979) by Luis Zapata and Las puberes caneforas (1983) by Jose Joaquin Blanco. The texts narrate the story of homosexual characters in Mexico City and their personal and collective experience with the spaces of entertainment and sexual expressions in the urban setting.",Mexico,-102.552784,23.634501,64
995,f3r78c69,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3r78c69,"Street Children's Children Pregnancy as a Street Exit Window for Street Youth in Mexico City, Mexico",2013,"Walsh, Anna","University of California, Santa Barbara. Global and International Studies",Global and International Studies,Richard Appelbaum,"This thesis examines the life histories of twenty four adolescent mothers who had lived on the streets of Mexico City, Mexico for a prolonged period (for more than four years) and came to the Mexican non-profit organization SEDAC for support with their pregnancies and children. Research subjects were categorized as having ""successful"" and ""unsuccessful"" street exits based on their ability to stay off the street and parent their children. Primary findings were that mothers in the ""unsuccessful"" category had experienced violence at a greater rate both in their families of origin and on the street and were also more likely to suffer from mental health problems, especially suicidal ideation. Also, the ""unsuccessful"" mothers were more likely to have migrated to the street at a younger age and to have used drugs for a longer period of time. There was not a significant statistical difference between the education levels, duration on the street, labor histories or age of drug initiation between the two groups. These findings were based on analysis of archival research of prior residents at SEDAC. In addition, the findings were fortified by ethnographic observations conducted by the researcher on the streets with Casa Alianza's street educators and within the resident shelters of Casa Alianza and SEDAC, as well as by interviews with personnel of both organizations. The chief practical finding of this research for social welfare agencies that provide for street youth is that a focus on mental health and recovery from trauma and abuse should be an integral part of efforts to help adolescent mothers transition off of the street and successfully parent their children. ,",Mexico City,-99.133208,19.4326077,5
292,f3cv4fxt,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3cv4fxt,Policing the Wretched: Transnational Apparatuses of Social Control in the Early 21st Century,2015,"Osuna, Steven","University of California, Santa Barbara. Sociology",Sociology,William I. Robinson,"Policing the Wretched examines the transnationalization of systems of racism, class exploitation, criminalization, militarized policing, and social control throughout North and Central America in the late twentieth and early twenty-first century. It provides a sociological, historical, and materialist analysis of the militarization of the Los Angeles Police Department, the policing of youth and surplus labor populations in El Salvador, the so-called ""war on drugs"" in Mexico, and the emergence of hip hop as a cultural form of expression in the heavily policed Pico Union district of Los Angeles to conceptualize what I call ""transnational apparatuses of social control"". It demonstrates that during the epoch of global capitalism, repressive nation-state apparatuses have taken transnational dimensions. It shows that these forms of social control should be understood alongside neoliberal policies such as structural adjustments programs (SAPs) and free trade policies, and the proposed ""wars"" on drugs, crime, gangs, terrorism, and anti-migrant policies in this region. It illustrates that the transnationalization of social control emerged as a response to social and economic crises that have developed from neoliberalism, racial and social inequality, and the emergence of grassroots social movements. While remaining attentive to the repressive apparatuses of social control in a transnational context, Policing the Wretched also examines how social movements in Los Angeles, Mexico City, and San Salvador have contested neoliberal policies, security initiatives, and militarization. Through interviews, participant observations, and archival research (government documents, congressional reports, and studies; presidential addresses; media sources and journalist accounts; and non-governmental literature, studies, and research) spanning three countries, the project traces the ways in which social movements in the U.S., Mexico, and El Salvador have mobilized and waged a relentless struggle over hegemony that provides an alternative social warrant that places democracy over securitization and human rights over property rights. It concludes by showing how hip hop in Los Angeles delineates acritique of transnational social control and a culture of resistance. The three different sites (Los Angeles, Mexico City, and San Salvador) exemplify the linkages of transnational methods of social control and opposition during the epoch of global capitalism.",Mexico City,-99.133208,19.4326077,5
292,f3cv4fxt,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3cv4fxt,Policing the Wretched: Transnational Apparatuses of Social Control in the Early 21st Century,2015,"Osuna, Steven","University of California, Santa Barbara. Sociology",Sociology,William I. Robinson,"Policing the Wretched examines the transnationalization of systems of racism, class exploitation, criminalization, militarized policing, and social control throughout North and Central America in the late twentieth and early twenty-first century. It provides a sociological, historical, and materialist analysis of the militarization of the Los Angeles Police Department, the policing of youth and surplus labor populations in El Salvador, the so-called ""war on drugs"" in Mexico, and the emergence of hip hop as a cultural form of expression in the heavily policed Pico Union district of Los Angeles to conceptualize what I call ""transnational apparatuses of social control"". It demonstrates that during the epoch of global capitalism, repressive nation-state apparatuses have taken transnational dimensions. It shows that these forms of social control should be understood alongside neoliberal policies such as structural adjustments programs (SAPs) and free trade policies, and the proposed ""wars"" on drugs, crime, gangs, terrorism, and anti-migrant policies in this region. It illustrates that the transnationalization of social control emerged as a response to social and economic crises that have developed from neoliberalism, racial and social inequality, and the emergence of grassroots social movements. While remaining attentive to the repressive apparatuses of social control in a transnational context, Policing the Wretched also examines how social movements in Los Angeles, Mexico City, and San Salvador have contested neoliberal policies, security initiatives, and militarization. Through interviews, participant observations, and archival research (government documents, congressional reports, and studies; presidential addresses; media sources and journalist accounts; and non-governmental literature, studies, and research) spanning three countries, the project traces the ways in which social movements in the U.S., Mexico, and El Salvador have mobilized and waged a relentless struggle over hegemony that provides an alternative social warrant that places democracy over securitization and human rights over property rights. It concludes by showing how hip hop in Los Angeles delineates acritique of transnational social control and a culture of resistance. The three different sites (Los Angeles, Mexico City, and San Salvador) exemplify the linkages of transnational methods of social control and opposition during the epoch of global capitalism.",Mexico City,-99.133208,19.4326077,5
485,f3fq9tr8,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3fq9tr8,"Reforming, Deforming, and Performing: Remixing Digital and Traditional Approaches to Jose Agustin's La tumba",2014,"Ihlendorf Burke, Claire Elizabeth","University of California, Santa Barbara. Spanish and Portuguese",Spanish and Portuguese,Ellen McCracken,"Lastly, this dissertation connects the fields of Digital Humanities and Hispanic literature. Recent trends in literary criticism, which were previously labeled as ""non-normative"" methods of study, are now considered acceptable. These methods include different types of computer-assisted or machine readings as well as textual visualizations. However, there is a lack of representation of using these digital tools in the field of Hispanic literature; this dissertation responds directly to this void. Reforming Deforming, and Performing: Remixing Digital and Traditional Approaches to Jose Agustin's La tumba by Claire Elizabeth Ihlendorf Burke This dissertation focuses on the novel La tumba, by Mexican author, Jose Agustin and explores this 1960s text through a digital lens. La tumba, written by Agustin when he was just seventeen, follows the life of a young, urban, upper-class protagonist who is disillusioned with his life and society in Mexico City in the beginning of the 1960s. What my re-reading of La tumba aspires to contribute to the existing critical landscape is summarized by three goals. The framework for my textual experimentation comes from the concept of deformance by Jerome McGann and Lisa Samuels. For the purposes of my investigations, I extend this concept from poetry (as McGann and Samuels outline) to an entire novel. I combine my analysis of the deformances with traditional textual analysis/close reading scholarship. I also explore performances of the novel through social media platforms in order to consider the text in a modern-day format. This structure supports the secondary goal of my work, which is to propose new methodology that can be applicable in the study of other novels, regardless of language. The tools and methods I use can be adopted for literary analysis, but also have utility in a teaching capacity. Secondly, my work acts as a model for the study of other texts. Agustin has never been examined with a computer-assisted close reading and my dissertation acts as an example of what can be done for future study of other texts and further investigations of Agustin's work. I explore case studies in which I used both deformances and performances of the text in a classroom setting to gauge the pedagogical implications of these methods. My research demonstrates the new perspectives and insights gained by using digital tools and visualizations, and while doing so, I demonstrate how these methodologies can be employed in the study of other texts. Firstly, my reading demonstrates a new degree of investigation, examining previously undiscovered perspectives of this classic text. I base my analysis of a re-mapping of the text by combining new and traditional hermeneutics. Where previous scholars have limited their scope purely on linguistic elements of this text, I offer new outlets for analysis that extend beyond the existing readings. Through this work I explore the relationships in the text, specifically those between the female characters and the protagonist.",Mexico City,-99.133208,19.4326077,5
1545,f33f4mqk,https://www.alexandria.ucsb.edu/lib/ark:/48907/f33f4mqk,Homoerotismo literario: El punto de encuentro de la gaydad mexicana,2012,"Del Toro, Jose Cesar","University of California, Santa Barbara. Spanish and Portuguese",Spanish and Portuguese,Sara Poot Herrera,"This dissertation explores the spaces of entertainment (cruising zones) that serve as a place for the homosexual characters to exist/interact with others (similar or/and different), and have a life that is still not possible in the dominant society. While the characters coexist in these kinds of zones, they transform environment and places to their advantage. I discuss the value of all the different types of spaces in the formation of the personal/collective and cultural identity of the protagonists. These significant places serve as a tool for the characters to manipulate their disadvantages they have in a repressive society. In this work, I present an analysis of four Mexican novels: Los 41: una novela critico social (1906) by Eduardo A. Castrejon (seud.), El diario de Jose Toledo (1964) by Miguel Barbachano Ponce, El vampiro de la colonia Roma (1979) by Luis Zapata and Las puberes caneforas (1983) by Jose Joaquin Blanco. The texts narrate the story of homosexual characters in Mexico City and their personal and collective experience with the spaces of entertainment and sexual expressions in the urban setting.",Mexico City,-99.133208,19.4326077,5
273,f3dn437z,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3dn437z,"'The Country in Our Minds' : Diasporic Longing, Ethnic Solidarity and Political Consciousness within the Haitian Transnational Community",2015,"Gow, Jamella Nefetari","University of California, Santa Barbara. Sociology",Sociology,Kum-Kum Bhavnani,"This study examines the lived realities of Haitian Americans residing in Miami, Florida. By drawing on theories of global capitalism, migration, transnationalism, and diaspora it explores how the experience of Haitian migrants living in the Miami community of Little Haiti offer insights as to whether transnational, diasporic communities are uniquely placed to become socially aware and political active within their diasporic communities . Most studies on Haitians in the United States focus on New York. However, those residing in the global city of Miami are a unique population of mostly working-class Haitians who, marginalized by U.S. politicians, the media, and migrant groups in Florida, are rendered precarious. Such experiences can push Haitian migrants to maintain transnational links and form diasporic communities in areas such as the ethnic enclave of Little Haiti. Through participant observation and semi-structured interviews with Haitian volunteers and employees at the Little Haiti Community Support Center (LHCSC), in July 2014 I explored the lived experiences of politically engaged Haitian migrants residing in this diasporic community. From the interviews emerged a hybrid, at times ambivalent, diasporic political and cultural consciousness maintained through transnational forms of solidarity. Political consciousness developed in community and in strategic collaborations with other Black diasporic groups. Cultural consciousness functioned as a tool of empowerment and a medium for critiques of U.S. policies, aspects of Haitian culture, and gender norms. Activism solidified communities and families and cultivated new practices to pass on to the next generation. Using the LHCSC as an example of a transnational, politically active site of community, this paper explores how an ethnic community becomes unified as diaspora, and more socially and globally aware as a consequence of their migrant experience.",Miami,-80.1917902,25.7616798,1
1090,f3cz358n,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3cz358n,Cultivating opportunity in the soil of crisis: Urban agriculture and local food in Michigan and California,2013,"Stauffer, Stefanie Torlai","University of California, Santa Barbara. Sociology",Sociology,Fernando Lopez-Alves,"The local food movement offers the simple premise that changing the way we eat can change the world. As the global adoption of neoliberal practices has encouraged the ""privatization of survival,"" where states deregulate, sell, and commodify social services once provided for free or at low cost, people without monetary means to access them have gone into debt or gone without. This reduction in public services, rising unemployment rates, soaring fuel and food costs, and a ""race to the bottom in food"" production that makes food less nutritious and less safe, have made more people unable to provide for basic needs and consume healthy food. Additionally, as neoliberal policies have triggered extreme economic inequality, acute difficulties meeting basic needs, and the erosion of political representation, people have responded by rejecting globalization outright or attempting to guide it down a more sustainable path. To better understand the nature of such responses to globalization, where the local food movement fits in, and how urban agriculture efforts in Detroit, Flint, and Ypsilanti are unique, this project documents how the local food movement seeks to relocalize the economy and adopt more sustainable consumption practices to counter the economic inequality, resource scarcity, and social fragmentation exacerbated by neoliberal policies and practices. This project is an ethnographic study of the local food movement in southeastern Michigan and California conducted through urban agriculture experiments and participant observation of farmers markets, urban farms, farmers' cooperatives, community and school gardens, restaurants, non-profits, and local food distribution networks. It also included an online survey investigating motives to support and participate in the local food movement, a comparison between the physical environment, food system, and social environment in Michigan and California, and informal interviews with growers, producers, eaters, chefs, and business owners. It found that although California agriculture is dominant in crop diversity, growing season, and production volume, Michigan has advantages in water and land access, food safety legislation, and zoning ordinances that enable urban agriculture initiatives to be more successful.",Michigan,-85.6023643,44.3148443,1
207,f38p5xp6,https://www.alexandria.ucsb.edu/lib/ark:/48907/f38p5xp6,Emotional Ethics in Middle English Literature,2015,"Megna, Paul","University of California, Santa Barbara. English",English,L.O. Aranye Fradenburg,"This dissertation explores Middle English literary texts that consistently portray ethics as a patently emotional affair. The introduction rehashes recent neuroscientific discourses that similarly assert the centrality of emotion in processes of ethical decision-making, as well as other contemporary theoretical and historiographic accounts of emotion. Chapter 1 argues that Middle English rhetorics of righteous and sinful anger played an important role both in sparking the Peasants' Revolt of 1381 and in retroactively reevaluating the dangers of uninhibited anger in the uprising's posttramatic wake. The second chapter discusses Middle English discourses on dread that suggest that devotees in late medieval England conceptualized the ascetic project of dreading well as integral to the ethical project of living well. The third chapter argues that the three successive versions of Piers Plowman, as we know them today, contain three strikingly different theologies of love and dread. Rather than reading these as evidence of one man's gradual movement from a theology of dread to one of love, it reimagines the production of Piers Plowman as a densely intersubjective affair that engendered a network of differing (and deferring) theologies of love and dread. Chapter 4 turns to the famous Middle English elegy Pearl, arguing that the Pearl-maiden does not prompt the dreamer to happily share in her celestial estate, but instead stirs his envy of her heavenly bliss, suggesting that terrestrial devotees ought to work through, rather than eschew, their envy of their celestial loved ones. Chapter 5 focuses on another poem solely attested in Cotton Nero A.x: Sir Gawain and the Green Knight. While critics often read Gawain's shame at the end of the poem as sundering him from his fellow courtiers, I read Gawain's shameful confession to the court as profoundly and successfully reparative of the homosocial, chivalric habitus wounded by Gawain's life loving transgression. Moving next to Geoffrey Chaucer's Troilus and Criseyde, Chapter 6 builds on a scholarly tradition that reads Troilus as a masochistic courtly lover, arguing that, at the poem's conclusion, Troilus spontaneously transforms into a sadistic courtly hater. Since masochistic courtly love and sadistic courtly hate constitute different responses to social privilege, the courtly lover always already possesses the potential to morph suddenly into a courtly hater, as does Chaucer's Troilus when he channels his disappointment at having lost Criseyde's love into vengeful, militarized violence against any and all Greeks. Finally, by way of conclusion, I discuss some of the pedagogical implications of my research into Middle English ideologies of emotion, focusing particularly on the vexed question of how one might ethically teach medieval cultures of compassion.",Middle East,42.5509603,29.2985278,4
300,f3bc3wrf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3bc3wrf,Equality in the Shadows: Uncovering the Utopian Dimension of Palestinian Film and Media,2015,"Burris, Gregory A.","University of California, Santa Barbara. Film and Media Studies",Film and Media Studies,Michael Curtin,"How does hope emerge amidst a hopeless situation, freedom amidst apartheid, equality amidst inequality? In the context of Palestine, where is utopian located? A possible answer to these enigmas presented itself in a Freedom March organized by a group of Palestinians in the occupied West Bank city of Hebron in March 2013. Carrying Palestinian flags, they crossed into a forbidden zone, boldly walking into the section of the street designated for Jewish settlers only. On their faces were masks of Martin Luther King, Jr., in their hands were portraits of Rosa Parks, and on their shirts were four English words: ""I have a dream"". By resurrecting the imagery and iconography of the US Black Freedom Movement, these Palestinians were drawing new, imaginative constellations of counterhegemonic protest and forging transnational links of solidarity across time and space. The demonstrators thus staged a disruption. They temporarily interrupted the status quo and transgressed the rules and regulations of the hegemonic order. As a result, they were swiftly apprehended by uniformed members of the Israeli Defense Forces. As if to reenact a scene from Birmingham or Selma, the soldiers ripped the flags from the protesters' hands and placed them in handcuffs. With MLK masks still on their faces, the demonstrators were loaded onto trucks and quickly taken out of sight. The protest was thus brought to a halt almost as soon as it had begun. In this way, an attempt was made to contain the disruption, to restore the ruling regime of hierarchy and segregation, and to sew up the tear that the demonstrators had ripped in the symbolic universe. But while the protesters themselves could be forcibly removed from the scene, the images they left behind could not be so easily erased. Photographs of the demonstration were immediately published on the Internet and circulated on social media websites. Like apparitions from another dimension, these images demonstrate that another world is possible, a world without ethnic- or religious-determined divisions, a world without apartheid walls, security fences, or segregated streets. They show that the unthinkable can be made thinkable, that the invisible can be made visible, and that the impossible can be made possible. This staged news spectacle represents just one example of a larger trend. In Equality in the Shadows, I look at the role of film, media, and culture in the Palestinian struggle against Zionist colonization. Basing my dissertation on both Edward Said's notion of ""the Palestinian Idea"" and Jacques Ranciere's subversive redefinition of equality, I aim to show how through film and media, Palestinian liberation is not only a dream for a far-off and distant future but something that already exists in the present. While my dissertation has a strong foundation in film and media studies, I am drawing on a range of approaches, and I believe my work is relevant to scholars in a variety of disciplines including Black studies, cultural studies, Global and International Studies, Middle Eastern studies, politics, and sociology. Each chapter utilizes the work of several critical theorists, and I am attempting to put Palestinian media in conversation with writers such as Ernst Bloch, James Cone, Joan Copjec, Sigmund Freud, Stuart Hall, Dick Hebdige, C.L.R. James, Ghassan Kanafani, Robin D.G. Kelley, George Lipsitz, Catherine Malabou, Herbert Marcuse, and Slavoj Zizek.",Middle East,42.5509603,29.2985278,4
959,f3bc3wh9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3bc3wh9,Spanish-language Telenovelas and Turkish Soap Operas on Arab Television: Cultural Adaptations and Social Effects,2013,"Elouardaoui, Ouidyane","University of California, Santa Barbara. Film and Media Studies",Film and Media Studies,Peter Bloom,"This dissertation examines how imported TV series, including Spanish-language telenovelas and Turkish soap operas, have been culturally adapted by the second Moroccan channel, 2M, and the Middle East Broadcasting Center, MBC. The cultural adaptation of imported TV shows has relied on techniques of censorship in which sequences are re-edited and dubbed into Arabic dialects. This has marked a shift from earlier dubbing practices into traditional standard Arabic. The tightening of censorship restrictions has occurred because of the increasing accessibility of imported television shows given that they can now be more widely understood in local dialects. The alteration of essential dramatic events in these original television programs has, in several cases, distorted the narrative intent. An analysis of this type of censorship provides insights into how interrelated forms of political authoritarianism in the Arab world govern broadcast media. My dissertation also examines the social effects of Spanish-language telenovelas and Turkish soap operas on Arab viewers. The appearance of Spanish-language telenovelas on Moroccan television has heralded a more consumerist worldview particularly among young viewers aged 18-34. Many of these fans have expressed their admiration for depictions of luxury as represented by fashion, mansions, and expensive automobiles. The success of Turkish soap operas on MBC have found its most receptive audience among female viewers, who have started demanding a less authoritarian quality of interaction from their spouses. Depictions of the caring way Turkish male protagonists interact with female characters, who are presumably Muslim as well, has been a significant context for social change. Also, young female fans have used social media platforms, such as Facebook, to voice their moral and sexual preferences in men, taking Turkish fictional characters as their model. Arab female fans in the online fan communities increasingly discuss cultural taboos pertaining to male sexual appeal and their own physical and sexual preferences in men, expressing their aspirations for change in gender stereotypes and sexuality.",Middle East,42.5509603,29.2985278,4
1173,f3125qr7,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3125qr7,"The Vanguards of Islamism: Origins, Histories, and Ideologies of the Society of Muslim Brothers in Egypt",2013,"Frisk, Weston Harris","University of California, Santa Barbara. Global and International Studies",Global and International Studies,Paul Amar,"The pivotal role Islamism will play in the post-Arab Spring global dynamic drives this thesis. It analyses the various origins and ideologies of the most seminal Islamist movement, the Egyptian Muslim Brotherhood. As Egypt serves as the socio-political fulcrum of the Middle East North Africa region, so too stands the Muslim Brotherhood as the logical genesis for a discussion about the larger phenomenon of Islamism. My thesis argues that the Brotherhood specifically, and Islamism generally, offers far more flexibility in ideology than the West frequently concedes. Its development proves non-linear, complex and frequently interrupted by bifurcation; the ideologies it produced and still produces are therefore polymorphic, ranging from moderate and conciliatory to belligerent and radical. Which, if any, Islamism prevails in the Middle East will depend on the abilities of the various movements' leaders to offer beneficial alternatives to the decades of tyranny the masses rejected in the Arab Spring. I argue that by returning to the ideology of the Brotherhood's founding father, Hassan al-Banna, a moderate, conciliatory, and above all flexible interpretation of Islamism may be found. This requires a reconsideration of the radicalism that has spiraled out of the ranks of the Brotherhood, specifically acknowledging Sayyid Qutb's writings as aberrations of al Banna's message, rather than as natural evolutions. I conclude that Islamism and radical Islamism must be separated in academic and political discourse, treated as related but separate phenomena, in order to push the quotidial dialogue in a mutually generative direction. To do this, I first trace the historical trajectory of the Brotherhood, highlighting incidences of flexibility and cooperative methods of the movement to insure its survival through the tumultuous post-Colonial era. The second section highlights the Brotherhood's oscillations between radical and moderate ideological positions. My analysis demonstrates that the Muslim Brotherhood has a long history of pragmatic response to changing political situations. The West too often views the Muslim Brotherhood through the ""Clash of Civilization"" narrative -- in which the Muslim Brotherhood is one continuous, fixed entity in opposition to the West -- rather than acknowledging the bifurcated and malleable identity of the organization.",Middle East,42.5509603,29.2985278,4
415,f3xg9p88,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3xg9p88,Regional Benthic Foraminiferal Oxygen Isotope Stacks for the Last Glacial Cycle,2014,"Stern, Joseph Vincent","University of California, Santa Barbara. Geological Sciences",Geological Sciences,Lorraine Lisiecki,"The development of high quality age models for paleoclimate records is critical for constraining leads, lags, and rates of change within the climate system, which helps to elucidate the mechanisms of past climate changes. For example, improvements to age models for paleoclimate records from marine sediment cores were central to proving Milankovitch theory. In this dissertation, I compiled a quality-controlled database of almost 300 previously published benthic foraminiferal oxygen isotope (delta 18O) records from globally distributed sites. The only way to directly date marine sediments is by radiocarbon dating, but this technique can only be used back to about 40,000 years ago and is subject to uncertainties about past surface reservoir age changes. Chapter 2 presents an averaged high-latitude North Atlantic reservoir age reconstruction based on aligning 33 deep North Atlantic benthic delta18O records and comparing high- and low-latitude planktonic foraminiferal radiocarbon dates. This reconstruction shows increased reservoir ages during the beginning of the last deglaciation and the Younger Dryas, which suggests that previous chronologies based on the assumption of constant reservoir age need to be revised by up to about 1,000 years. North Atlantic reservoir ages are also a proxy for Atlantic meridional overturning circulation strength, so deglacial reservoir age excursions provide insight into the timing and role of ocean circulation changes during the deglaciation. Regional benthic delta18O stacks and chronologies fill an important niche between global stacks and studies comparing a few well-dated records. Chapter 3 presents seven different regional benthic delta 18O stacks with independent planktonic 14C-based age models for 0-40,000 years ago. The stacks show regional differences in the timing of benthic delta18O change of up to 4,000 years during the last deglaciation. In Chapters 4 and 5, the Atlantic, Pacific, and Indian benthic delta18O stacks are extended beyond the limits of radiocarbon to 145,000 years ago and combined into a single volume-weighted global stack. The regional stacks aligned to proxy data with well-constrained absolute age estimates provide improved chronostratigraphic constraints for the last glacial cycle. The volume-weighted global stack demonstrates errors of up to 4,000 years in the currently accepted global benthic delta 18O stack.",Milan,9.189982,45.4642035,2
