"year(cout)","month(cout)","deweyBin","Mexico","Ireland","Spain","Israel","Egypt","Vietnam","Germany","Russia","China","Cuba","Iraq","Japan"
2015,12,751,0,0,0,0,0,0,0,0,12,0,0,6
2016,1,751,0,0,0,0,0,0,0,0,19,0,0,11
2016,2,751,0,0,0,0,0,0,0,0,10,0,0,3
2016,3,751,0,0,0,0,0,0,0,0,4,0,0,5
2016,4,751,0,0,0,0,0,0,0,0,6,0,1,4
2016,5,751,0,0,0,0,0,0,0,0,10,0,0,5
2016,6,751,0,0,0,0,0,0,0,0,5,0,0,3
2016,7,751,0,0,0,0,0,0,0,0,13,0,1,6
2016,8,751,0,0,0,0,0,0,0,0,9,0,0,8
2016,9,751,0,0,0,0,0,0,0,0,5,0,1,4
2016,10,751,0,0,0,0,0,0,0,0,5,0,0,7
2016,11,751,0,0,0,0,0,0,0,0,8,0,0,7
2016,12,751,0,0,0,0,0,0,0,0,13,0,0,9
2006,1,755,2,0,0,0,0,0,0,0,1,0,0,0
2006,2,755,2,0,0,0,0,0,0,0,0,0,0,0
2006,3,755,2,0,0,0,0,0,0,0,0,0,0,1
2006,4,755,1,0,0,0,0,0,0,0,0,0,0,0
2006,6,755,0,0,0,0,0,0,0,0,1,0,0,1
2006,8,755,2,0,0,0,0,0,0,0,0,0,0,0
2006,9,755,1,0,0,0,0,0,0,0,0,0,0,0
2006,10,755,2,0,0,0,0,0,0,0,0,0,0,2
2006,12,755,1,0,0,0,0,0,0,0,0,0,0,0
2007,8,755,0,0,0,0,0,0,0,0,0,0,0,1
2007,10,755,1,0,0,0,0,0,0,0,0,0,0,0
2007,11,755,2,0,0,0,0,0,0,0,0,0,0,0
2007,12,755,1,0,0,0,0,0,0,0,1,0,0,0
2008,1,755,0,0,0,0,0,0,0,0,0,0,0,1
2008,3,755,2,0,0,0,0,0,0,0,0,0,0,0
2008,4,755,1,0,0,0,0,0,0,0,0,0,0,1
2008,9,755,1,0,0,0,0,0,0,0,0,0,0,1
2008,10,755,2,0,0,0,0,0,0,0,0,0,0,0
2008,11,755,1,0,0,0,0,0,0,0,0,0,0,0
2009,1,755,2,0,0,0,0,0,0,0,0,0,0,0
2009,2,755,1,0,0,0,0,0,0,0,0,0,0,0
2009,6,755,1,0,0,0,0,0,0,0,0,0,0,0
2009,10,755,0,0,0,0,0,0,0,0,0,0,0,1
2009,11,755,1,0,0,0,0,0,0,0,0,0,0,0
2010,4,755,1,0,0,0,0,0,0,0,0,0,0,0
2010,5,755,1,0,1,0,0,0,0,0,0,0,0,0
2010,6,755,1,0,0,0,0,0,0,0,0,0,0,1
2010,8,755,1,0,0,0,0,0,0,0,0,0,0,0
2010,9,755,1,0,0,0,0,0,0,0,0,0,0,0
2011,1,755,0,0,0,0,0,0,0,0,0,0,0,1
2011,2,755,1,0,0,0,0,0,0,0,0,0,0,0
2011,3,755,0,0,0,0,0,0,0,0,0,0,0,1
2011,10,755,0,0,0,0,0,0,0,0,0,0,0,1
2011,11,755,1,0,0,0,0,0,0,0,0,0,0,0
2011,12,755,1,0,0,0,0,0,0,0,0,0,0,0
2012,1,755,1,0,0,0,0,0,0,0,1,0,0,1
2012,2,755,0,0,0,0,0,0,0,0,1,0,0,1
2012,3,755,1,0,0,0,0,0,0,0,0,0,0,0
2012,6,755,0,0,0,0,0,0,0,0,0,0,0,1
2012,11,755,1,0,0,0,0,0,0,0,0,0,0,0
2012,12,755,2,0,0,0,0,0,0,0,0,0,0,0
2013,1,755,1,0,0,0,0,0,0,0,0,0,0,0
2013,4,755,0,0,0,0,0,0,0,0,0,0,0,1
2013,7,755,1,0,0,0,0,0,0,0,1,0,0,0
2013,8,755,0,0,0,0,0,0,0,0,0,0,0,1
2013,9,755,2,0,0,0,0,0,0,0,0,0,0,0
2013,10,755,1,0,0,0,0,0,0,0,0,0,0,0
2014,5,755,0,0,0,0,0,0,0,0,0,0,0,1
2014,8,755,0,0,0,0,0,0,0,0,0,0,0,1
2014,11,755,1,0,0,0,0,0,0,0,0,0,0,0
2015,4,755,0,0,0,0,0,0,0,0,0,0,0,1
2015,9,755,1,0,0,0,0,0,0,0,0,0,0,0
2015,10,755,0,0,0,0,0,0,0,0,1,0,0,0
2015,11,755,0,0,0,0,0,0,0,0,0,0,0,1
2016,1,755,0,0,0,0,0,0,0,0,0,0,0,1
2016,8,755,0,0,0,0,0,0,0,0,0,0,0,1
2016,12,755,0,0,0,0,0,0,0,0,0,0,0,1
2010,3,756,0,0,0,0,0,1,0,0,0,0,0,0
2011,5,756,0,0,0,0,0,1,0,0,0,0,0,0
2012,4,756,0,0,0,0,0,0,0,1,0,0,0,0
2014,6,756,0,0,0,0,0,1,0,0,0,0,0,0
2006,1,757,0,0,0,0,1,0,0,0,0,0,0,0
2006,4,757,0,0,0,0,0,0,0,1,0,0,0,0
2006,9,757,0,0,0,0,0,0,0,1,0,0,0,0
2007,3,757,0,0,0,0,1,0,0,0,0,0,0,0
2007,8,757,0,0,0,0,1,0,0,0,0,0,0,0
2007,12,757,0,0,0,0,0,0,0,0,1,0,0,0
2008,1,757,0,0,0,0,1,0,0,0,0,0,0,0
2008,2,757,0,0,0,0,1,0,0,0,0,0,0,0
2008,3,757,0,0,0,0,2,0,0,0,0,0,0,0
2008,4,757,0,0,0,0,2,0,0,0,0,0,0,0
2008,5,757,0,0,0,0,2,0,0,0,0,0,0,0
2008,7,757,0,0,0,0,2,0,0,0,0,0,0,0
2008,8,757,0,0,0,0,1,0,0,0,0,0,0,0
2008,10,757,0,0,0,0,2,0,0,0,0,0,0,0
2008,11,757,0,0,0,0,0,0,0,1,0,0,0,0
2009,3,757,0,0,0,0,2,0,0,0,0,0,0,0
2009,4,757,0,0,0,0,1,0,0,1,0,0,0,0
2009,7,757,0,0,0,0,0,0,0,0,1,0,0,0
2009,11,757,0,0,0,0,1,0,0,0,0,0,0,0
2010,1,757,0,0,0,0,2,0,0,0,0,0,0,0
2010,4,757,0,0,0,0,1,0,0,0,0,0,0,0
2010,5,757,0,0,0,0,1,0,0,0,0,0,0,0
2010,9,757,0,0,0,0,0,0,0,0,0,0,0,1
2010,10,757,0,0,0,0,1,0,0,0,0,0,0,0
2011,3,757,0,0,0,0,0,0,0,0,0,0,0,1
2011,4,757,0,0,0,0,1,0,0,0,0,0,0,0
2011,5,757,0,0,0,0,3,0,0,0,0,0,0,0
2011,6,757,0,0,0,0,1,0,0,0,0,0,0,0
2012,3,757,0,0,0,0,0,0,0,0,0,0,0,1
2012,4,757,0,0,0,0,0,0,0,0,0,0,0,1
2012,6,757,0,0,0,0,1,0,0,0,0,0,0,0
2012,10,757,0,0,0,0,1,0,0,0,0,0,0,0
2013,2,757,0,0,0,0,2,0,0,0,0,0,0,0
2013,3,757,0,0,0,0,0,0,0,0,0,0,0,1
2013,4,757,0,0,0,0,0,0,0,0,0,0,0,1
2013,5,757,0,0,0,0,1,0,0,0,1,0,0,0
2013,7,757,0,0,0,0,0,0,0,0,0,0,0,1
2013,8,757,0,0,0,0,3,0,0,0,0,0,0,0
2013,9,757,0,0,0,0,0,0,0,1,0,0,0,0
2013,10,757,0,0,0,0,0,0,0,0,0,0,0,1
2014,1,757,0,0,0,0,1,0,0,0,0,0,0,1
2014,2,757,0,0,0,0,1,0,0,0,0,0,0,1
2014,3,757,0,0,0,0,1,0,0,1,0,0,0,0
2014,7,757,0,0,0,0,0,0,0,1,0,0,0,0
2014,11,757,0,0,0,0,1,0,0,0,0,0,0,0
2014,12,757,0,0,0,0,1,0,0,0,0,0,0,0
2015,5,757,0,0,0,0,0,0,0,1,0,0,0,0
2015,6,757,0,0,0,0,1,0,0,0,0,0,0,0
2015,8,757,0,0,0,0,1,0,0,0,0,0,0,0
2015,9,757,0,0,0,0,2,0,0,0,0,0,0,0
2016,1,757,0,0,0,0,1,0,0,0,0,0,0,0
2016,3,757,0,0,0,0,1,0,0,0,0,0,0,0
2016,4,757,0,0,0,0,1,0,0,0,0,0,0,0
2016,6,757,0,0,0,0,1,0,0,0,0,0,0,0
2016,9,757,0,0,0,0,2,0,0,0,0,0,0,0
2016,12,757,0,0,0,0,0,0,0,0,0,0,0,1
2006,1,758,0,0,0,0,0,0,0,0,1,0,0,0
2006,3,758,0,0,1,0,0,0,0,0,0,0,0,0
2006,4,758,0,0,0,0,0,0,0,0,1,0,0,0
2006,7,758,0,0,1,0,0,0,0,0,0,0,0,0
2006,8,758,1,0,1,0,0,0,0,0,0,0,0,0
2006,10,758,0,0,1,0,0,0,0,0,0,0,0,0
2007,3,758,0,0,0,0,0,0,0,0,1,0,0,0
2007,5,758,0,0,1,0,0,0,0,0,0,0,0,0
2007,6,758,0,0,0,0,0,0,0,0,1,0,0,0
2007,8,758,0,0,0,0,0,0,0,0,1,0,0,0
2007,9,758,0,0,0,0,0,0,0,0,1,0,0,0
2008,3,758,0,0,0,0,0,0,0,0,1,0,0,0
2008,4,758,1,0,1,0,0,0,0,0,0,0,0,0
2008,9,758,0,0,1,0,0,0,0,0,0,0,0,0
2008,12,758,1,0,0,0,0,0,0,0,1,0,0,0
2009,1,758,0,0,1,0,0,0,0,0,0,0,0,0
2009,2,758,0,0,1,0,0,0,0,0,0,0,0,0
2009,3,758,0,0,0,0,0,0,0,0,0,0,0,1
2009,4,758,0,0,0,0,0,0,0,0,0,0,0,1
2009,5,758,0,0,0,0,0,0,0,0,0,0,0,1
2009,6,758,0,0,0,0,0,0,0,0,0,0,0,1
2009,7,758,0,0,0,0,0,0,0,0,0,0,0,1
2009,8,758,0,0,0,0,0,0,0,0,0,0,0,1
2009,11,758,0,0,0,0,0,0,0,0,0,0,0,2
2009,12,758,0,0,0,0,0,0,0,0,0,0,0,1
2010,2,758,0,0,0,0,0,0,0,0,0,0,0,1
2010,3,758,0,0,1,0,0,0,0,0,1,0,0,0
2010,5,758,0,0,0,0,0,0,0,0,0,0,0,1
2010,7,758,0,0,1,0,0,0,0,0,0,0,0,1
2010,9,758,0,0,2,0,0,0,0,0,0,0,0,0
2010,12,758,0,0,0,0,0,0,0,0,0,0,0,1
2011,1,758,0,0,0,0,0,0,0,0,0,0,0,1
2011,3,758,0,0,1,0,0,0,0,0,0,0,0,0
2011,7,758,0,0,0,0,0,0,0,0,0,0,0,1
2011,8,758,0,0,1,0,0,0,0,0,0,0,0,0
2012,1,758,0,0,0,0,0,0,0,0,0,0,0,1
2012,3,758,0,0,0,0,0,0,0,0,0,0,0,1
2012,4,758,0,0,0,0,0,0,0,0,1,0,0,0
2012,5,758,0,0,0,0,0,0,0,0,0,0,0,1
2012,6,758,0,0,0,0,0,0,0,0,1,0,0,1
2012,7,758,0,0,1,0,0,0,0,0,0,0,0,0
2012,8,758,0,0,1,0,0,0,0,0,0,0,0,0
2012,9,758,0,0,1,0,0,0,0,0,0,0,0,0
2013,1,758,0,0,0,0,0,0,0,0,0,0,0,1
2013,7,758,0,0,0,0,0,0,0,0,0,0,0,1
2013,9,758,0,0,0,0,0,0,0,0,0,0,0,1
2013,10,758,0,0,0,0,0,0,0,0,0,0,0,2
2013,11,758,0,0,0,0,0,0,0,0,1,0,0,0
2013,12,758,0,0,0,0,0,0,0,0,0,0,0,1
2014,2,758,0,0,0,0,0,0,0,0,1,0,0,0
2014,9,758,0,0,0,0,0,0,0,0,1,0,0,0
2014,12,758,0,0,0,0,0,0,0,0,0,0,0,1
2015,3,758,0,0,0,0,0,0,0,0,0,0,0,1
2015,6,758,0,0,0,0,0,0,0,0,0,0,0,1
2015,10,758,0,0,0,0,0,0,0,0,0,0,0,1
2016,1,758,0,0,0,0,0,0,0,0,0,0,0,1
2016,5,758,0,0,0,0,0,0,0,0,0,0,0,1
2016,8,758,0,0,0,0,0,0,0,0,0,0,0,1
2016,11,758,0,0,0,0,0,0,0,0,0,0,0,1
2006,1,759,4,1,2,0,0,0,2,2,7,0,1,3
2006,2,759,8,1,0,1,1,0,6,5,15,0,3,5
2006,3,759,3,0,1,0,1,0,3,5,13,0,1,16
2006,4,759,2,0,0,0,0,0,1,5,6,0,2,4
2006,5,759,3,0,0,0,0,0,0,3,5,0,2,6
2006,6,759,1,0,0,0,0,0,3,2,5,0,4,12
2006,7,759,0,0,1,0,0,0,2,5,5,0,2,8
2006,8,759,3,0,1,0,0,0,3,1,3,0,4,9
2006,9,759,0,0,0,0,0,1,1,3,6,0,0,8
2006,10,759,2,2,2,0,0,0,1,0,2,0,1,7
2006,11,759,3,0,5,0,0,0,1,2,10,0,2,12
2006,12,759,2,0,0,0,1,0,5,2,9,0,0,8
2007,1,759,1,0,1,0,0,0,1,3,0,0,2,2
2007,2,759,2,0,1,0,0,0,0,2,4,0,0,8
2007,3,759,4,0,2,0,0,0,2,3,12,0,1,8
2007,4,759,6,0,1,0,0,0,1,4,7,0,3,9
2007,5,759,4,0,2,0,2,0,1,1,17,0,1,8
2007,6,759,1,0,0,0,0,0,3,5,2,0,0,5
2007,7,759,1,0,0,0,0,0,2,1,6,0,1,7
2007,8,759,1,0,0,0,1,0,5,3,12,0,1,5
2007,9,759,3,1,1,0,0,0,3,2,5,0,0,4
2007,10,759,1,0,3,0,0,0,2,2,3,0,1,2
2007,11,759,4,2,3,0,0,0,2,3,12,0,0,7
2007,12,759,1,0,1,0,0,0,0,3,8,0,1,5
2008,1,759,6,0,1,0,0,0,3,4,10,0,3,4
2008,2,759,4,0,0,0,1,0,0,2,5,0,0,4
2008,3,759,6,1,1,0,1,0,1,4,6,0,2,7
2008,4,759,2,0,3,0,0,0,1,7,4,0,0,10
2008,5,759,5,0,1,0,1,0,2,2,10,0,1,5
2008,6,759,1,0,1,0,0,0,0,3,3,1,0,7
2008,7,759,2,0,3,0,0,0,0,0,6,0,0,6
2008,8,759,2,0,1,0,0,0,1,1,5,0,1,8
2008,9,759,2,0,1,0,1,0,1,0,7,0,0,6
2008,10,759,6,1,3,0,1,0,4,2,8,0,0,8
2008,11,759,1,0,4,0,1,0,0,2,5,0,0,1
2008,12,759,2,0,0,0,0,0,3,1,8,0,0,7
2009,1,759,2,0,2,0,2,0,3,3,2,0,0,8
2009,2,759,3,0,1,0,0,0,1,2,5,0,1,3
2009,3,759,6,0,1,0,1,0,2,5,7,0,1,1
2009,4,759,4,0,1,0,1,0,1,1,2,1,0,4
2009,5,759,2,0,1,0,0,0,0,0,10,0,1,7
2009,6,759,1,0,0,0,0,0,1,2,3,1,1,5
2009,7,759,4,0,0,0,0,0,0,1,4,0,1,11
2009,8,759,2,0,4,0,0,0,1,2,1,0,0,9
2009,9,759,4,1,1,0,0,0,0,2,1,0,0,5
2009,10,759,7,0,2,0,0,0,1,4,2,0,1,6
2009,11,759,3,0,5,0,1,0,3,3,0,0,0,2
2009,12,759,3,0,1,0,1,0,1,1,5,0,0,3
2010,1,759,4,1,1,0,1,0,2,5,5,0,1,3
2010,2,759,4,0,0,0,0,0,7,0,5,0,0,2
2010,3,759,3,0,3,0,0,0,2,2,10,0,1,4
2010,4,759,4,0,2,0,1,0,3,1,4,0,0,5
2010,5,759,4,0,0,0,0,0,1,1,4,0,0,6
2010,6,759,4,0,1,0,0,0,0,1,7,0,0,2
2010,7,759,4,0,2,0,0,0,1,3,2,0,0,5
2010,8,759,3,0,2,0,0,0,0,1,3,0,0,5
2010,9,759,4,0,2,0,1,0,1,0,4,0,0,10
2010,10,759,4,1,1,0,0,0,2,1,5,0,0,4
2010,11,759,3,0,2,0,0,0,0,1,7,0,0,3
2010,12,759,3,0,1,0,0,0,1,1,7,0,0,6
2011,1,759,2,0,0,0,0,0,1,1,4,0,1,5
2011,2,759,4,1,1,0,0,0,1,2,7,0,0,4
2011,3,759,5,1,0,0,0,0,4,4,3,0,0,6
2011,4,759,0,0,1,0,0,0,1,0,5,1,0,1
2011,5,759,7,0,0,0,0,0,1,1,9,0,0,4
2011,6,759,2,0,1,0,0,0,0,1,11,0,0,6
2011,7,759,0,0,1,0,0,0,0,0,7,0,0,2
2011,8,759,1,1,0,0,0,0,3,1,5,0,0,3
2011,9,759,0,0,1,0,0,0,0,0,2,0,0,5
2011,10,759,0,0,2,0,0,0,1,1,5,0,1,4
2011,11,759,0,0,4,0,0,0,0,1,1,0,0,1
2011,12,759,0,0,0,0,3,0,3,1,2,0,0,3
2012,1,759,1,0,0,1,1,0,0,0,6,0,0,14
2012,2,759,0,0,2,0,0,0,2,0,5,0,0,10
2012,3,759,0,0,0,0,0,0,3,2,2,0,0,6
2012,4,759,4,1,3,0,1,0,2,3,8,0,0,8
2012,5,759,0,0,1,0,0,0,3,1,0,0,0,8
2012,6,759,1,0,3,0,1,0,2,0,6,0,0,11
2012,7,759,1,0,1,0,0,0,0,2,3,0,0,6
2012,8,759,0,0,1,0,2,0,1,0,8,0,0,6
2012,9,759,1,0,1,0,0,0,2,0,1,0,0,4
2012,10,759,2,1,0,0,1,0,1,1,1,0,1,6
2012,11,759,3,0,0,0,0,0,2,0,2,0,0,5
2012,12,759,2,0,1,0,0,0,1,2,1,0,0,6
2013,1,759,3,0,0,0,0,0,1,3,3,0,0,5
2013,2,759,3,0,1,0,0,0,0,2,3,0,0,7
2013,3,759,2,1,1,0,1,0,1,0,8,0,1,3
2013,4,759,3,0,1,0,0,0,1,0,4,0,0,3
2013,5,759,2,0,1,0,0,0,0,2,3,0,0,2
2013,6,759,1,0,2,0,0,0,0,1,8,0,0,2
2013,7,759,1,1,4,0,0,0,0,2,2,0,0,2
2013,8,759,2,0,2,0,0,0,2,2,3,0,0,3
2013,9,759,3,0,3,0,0,0,0,0,3,0,0,3
2013,10,759,2,0,2,0,0,0,1,0,5,0,0,7
2013,11,759,4,1,2,0,0,0,1,0,7,0,0,7
2013,12,759,2,0,0,0,0,0,1,0,3,0,0,10
2014,1,759,0,0,0,0,0,0,0,1,3,0,0,6
2014,2,759,3,0,1,0,0,0,0,0,6,0,0,3
2014,3,759,1,0,0,0,1,0,0,1,9,0,0,1
2014,4,759,1,1,0,0,0,0,0,1,7,0,0,2
2014,5,759,1,0,0,0,0,0,0,3,5,0,0,5
2014,6,759,1,0,0,0,0,0,2,1,9,0,0,3
2014,7,759,0,0,0,0,1,0,0,0,1,0,0,3
2014,8,759,0,0,1,0,0,0,0,2,2,0,0,5
2014,9,759,1,1,1,0,0,0,1,3,3,0,0,3
2014,10,759,0,0,3,0,0,0,1,3,8,0,0,5
2014,11,759,0,0,1,0,0,0,2,0,5,0,0,2
2014,12,759,0,0,0,0,0,0,3,0,4,0,0,4
2015,1,759,1,0,0,0,0,0,2,0,3,0,0,3
2015,2,759,1,0,0,0,0,0,0,0,15,0,0,4
2015,3,759,1,0,1,0,0,0,0,1,5,0,0,3
2015,4,759,1,0,1,0,0,0,0,0,4,0,0,3
2015,5,759,0,0,1,0,0,0,0,1,4,0,0,0
2015,6,759,1,0,1,0,0,0,0,1,6,0,1,2
2015,7,759,0,0,0,0,0,0,0,1,3,0,0,4
2015,8,759,0,0,0,0,0,0,2,2,7,0,0,4
2015,9,759,1,0,0,0,0,0,0,2,5,0,0,3
2015,10,759,0,1,2,0,0,0,0,0,2,0,0,2
2015,11,759,0,0,1,0,0,0,0,1,6,1,0,4
2015,12,759,0,0,0,0,0,0,0,2,4,0,0,0
2016,1,759,0,0,0,0,0,0,0,0,3,1,0,2
2016,2,759,2,0,2,0,0,0,0,0,7,0,0,1
2016,3,759,0,0,0,0,0,0,1,1,3,0,0,4
2016,4,759,0,0,2,0,0,0,0,1,2,0,0,2
2016,5,759,1,0,0,0,0,0,2,1,3,0,0,4
2016,6,759,0,0,1,0,1,0,2,1,3,0,0,1
2016,7,759,3,0,1,0,0,0,1,0,5,0,0,3
2016,8,759,0,0,0,0,0,0,1,0,6,0,0,3
2016,9,759,1,0,0,0,0,0,1,0,0,0,0,1
2016,10,759,1,0,2,0,1,0,0,0,2,0,0,3
2016,11,759,2,0,2,0,1,0,0,1,3,0,0,3
2016,12,759,0,0,0,0,0,0,1,0,5,0,0,7
2006,2,760,2,0,0,0,0,0,0,0,0,0,0,0
2006,3,760,1,0,1,0,0,0,0,0,0,0,0,0
2006,4,760,2,0,0,0,0,0,0,0,0,0,0,0
2006,6,760,1,0,0,0,0,0,0,0,0,0,0,0
2006,8,760,3,0,0,0,0,0,0,0,0,0,0,0
2006,9,760,1,0,0,0,0,0,0,0,0,0,0,0
2006,11,760,1,0,0,0,0,0,0,0,0,0,0,0
2007,1,760,1,0,0,0,0,0,0,0,0,0,0,0
2007,9,760,1,0,0,0,0,0,0,0,0,0,0,0
2007,12,760,1,0,0,0,0,0,1,0,0,0,0,0
2008,1,760,0,0,0,0,0,0,1,0,0,0,0,0
2008,2,760,1,0,0,0,0,0,0,0,0,0,0,0
2008,4,760,1,0,0,0,0,0,0,0,0,0,0,0
2008,5,760,1,0,0,0,0,0,0,0,0,0,0,0
2008,6,760,1,0,0,0,0,0,1,0,0,0,0,0
2008,8,760,1,0,0,0,0,0,1,0,0,0,0,0
2008,10,760,1,0,0,0,0,0,0,0,0,0,0,0
2008,12,760,0,0,1,0,0,0,0,0,0,0,0,0
2009,1,760,0,0,0,0,0,0,0,0,0,0,0,1
2009,2,760,0,0,0,0,0,0,0,0,1,0,0,1
2009,3,760,0,0,0,0,0,0,1,0,0,0,0,3
2009,4,760,0,0,0,0,0,0,0,0,0,0,0,2
2009,5,760,1,0,0,0,0,0,0,0,0,0,0,2
2009,6,760,1,0,1,0,0,0,0,0,0,0,0,0
2009,7,760,0,0,0,0,0,0,0,0,0,0,0,3
2009,9,760,0,0,0,0,0,0,0,0,0,0,0,1
2009,10,760,0,0,0,0,0,0,0,0,0,0,0,3
2009,11,760,0,0,0,0,0,0,0,0,0,0,0,2
2009,12,760,0,0,0,0,0,0,0,0,0,0,0,2
2010,1,760,0,0,0,0,0,0,0,0,1,0,0,1
2010,2,760,0,0,0,0,0,0,0,0,0,0,0,1
2010,3,760,0,0,0,0,0,0,0,0,0,0,0,2
2010,4,760,0,0,0,0,0,1,1,0,0,0,0,2
2010,5,760,0,0,1,0,0,0,0,0,0,0,0,2
2010,6,760,0,0,0,0,0,0,0,0,0,0,0,1
2010,7,760,0,0,0,0,0,0,0,0,0,0,0,3
2010,9,760,1,0,0,0,0,0,0,0,0,0,0,0
2010,10,760,1,0,2,0,0,0,0,0,0,0,0,1
2010,11,760,1,0,0,0,0,0,0,0,0,0,0,0
2011,1,760,0,0,0,0,0,0,0,0,0,0,0,2
2011,2,760,0,0,0,0,0,0,2,0,0,0,0,0
2011,4,760,0,0,0,0,0,0,0,0,0,0,0,1
2011,5,760,0,0,0,0,0,0,0,0,0,0,0,2
2011,6,760,1,0,0,0,0,0,0,0,0,0,0,0
2011,7,760,1,0,0,0,0,0,0,0,0,0,0,1
2011,9,760,1,0,0,0,0,0,0,0,0,0,0,1
2011,12,760,0,0,0,0,0,1,0,0,0,0,0,0
2012,1,760,1,0,0,0,0,0,0,0,0,0,0,0
2012,2,760,0,0,0,0,0,0,0,0,0,0,0,1
2012,3,760,0,0,0,0,0,0,1,0,0,0,0,0
2012,4,760,0,0,0,0,0,0,0,0,0,0,0,1
2012,5,760,0,0,0,0,0,0,0,0,0,0,0,1
2012,9,760,0,0,0,0,0,0,0,0,0,0,0,2
2012,11,760,1,0,0,0,0,0,1,0,0,0,0,0
2012,12,760,0,0,0,0,0,0,0,0,0,0,0,1
2013,1,760,1,0,1,0,0,0,0,0,0,0,0,0
2013,3,760,1,0,0,0,0,0,0,0,0,0,0,0
2013,5,760,1,0,0,0,0,0,0,0,0,0,0,0
2013,11,760,0,0,1,0,0,0,0,0,0,0,0,1
2014,1,760,0,0,0,0,0,0,0,0,0,0,0,1
2014,2,760,0,0,0,0,0,1,1,0,1,0,0,1
2014,10,760,0,0,0,0,0,0,0,0,0,0,0,1
2014,11,760,1,0,0,0,0,0,0,0,0,0,0,1
2014,12,760,0,0,0,0,0,0,1,0,0,0,0,0
2015,4,760,0,0,0,0,0,0,0,0,0,0,0,1
2015,5,760,0,0,1,0,0,0,0,0,0,0,0,0
2015,6,760,0,0,0,0,0,0,0,0,0,0,0,1
2015,9,760,0,0,0,0,0,0,0,0,0,0,0,2
2015,10,760,1,0,0,0,0,0,0,0,0,0,0,0
2016,2,760,1,0,0,0,0,0,0,0,0,0,0,0
2016,5,760,1,0,0,0,0,0,0,0,0,0,0,0
2016,10,760,1,0,0,0,0,0,0,0,0,0,0,0
2016,11,760,0,0,0,0,0,0,0,0,0,0,0,1
2006,1,761,0,0,0,0,0,0,0,0,1,0,0,3
2006,2,761,0,0,0,0,0,0,0,0,0,0,0,2
2006,3,761,0,0,0,0,0,0,0,0,0,0,0,3
2006,5,761,0,0,0,0,0,0,0,0,1,0,0,2
2006,7,761,0,0,0,0,0,0,0,0,2,0,0,6
2006,11,761,0,0,0,0,0,0,0,0,0,0,0,3
2006,12,761,0,0,0,0,0,0,0,0,0,0,0,1
2007,2,761,0,0,0,0,0,0,0,0,0,0,0,2
2007,4,761,0,0,0,0,0,0,0,0,0,0,0,2
2007,5,761,0,0,0,0,0,0,0,0,0,0,0,1
2007,6,761,0,0,0,0,0,0,0,0,0,0,0,2
2007,7,761,0,0,0,0,0,0,0,0,0,0,0,2
2007,8,761,0,0,0,0,0,0,0,0,0,0,0,4
2007,11,761,0,0,0,0,0,0,0,0,0,0,0,1
2007,12,761,0,0,0,0,0,0,0,0,0,0,0,2
2008,1,761,0,0,0,0,0,0,0,0,0,0,0,2
2008,2,761,0,0,0,0,0,0,0,0,0,0,0,2
2008,3,761,0,0,0,0,0,0,0,0,0,0,0,2
2008,4,761,0,0,0,0,0,0,0,0,0,0,0,1
2008,5,761,0,0,0,0,0,0,0,0,0,0,0,2
2008,6,761,0,0,0,0,0,0,0,0,0,0,0,2
2008,7,761,0,0,0,0,0,0,0,0,0,0,0,1
2008,9,761,0,0,0,0,0,0,0,0,0,0,0,1
2008,10,761,0,0,0,0,0,0,0,0,0,0,0,5
2009,1,761,0,0,0,0,0,0,0,0,0,0,0,6
2009,3,761,0,0,0,0,0,0,0,0,0,0,0,2
2009,4,761,0,0,0,0,0,0,0,0,0,0,0,2
2009,5,761,0,0,0,0,0,0,0,0,0,0,0,1
2009,7,761,0,0,0,0,0,0,0,0,0,0,0,2
2009,8,761,0,0,0,0,0,0,0,0,0,0,0,1
2009,9,761,0,0,0,0,0,0,0,0,0,0,0,1
2009,10,761,0,0,0,0,0,0,0,0,0,0,0,1
2009,11,761,0,0,0,0,0,0,0,0,0,0,0,3
2009,12,761,0,0,0,0,0,0,0,0,0,0,0,1
2010,1,761,0,0,0,0,0,0,0,0,0,0,0,1
2010,2,761,0,0,0,0,0,0,0,0,0,0,0,3
2010,3,761,0,0,0,0,0,0,1,0,0,0,0,1
2010,4,761,0,0,0,0,0,0,0,0,0,0,0,5
2010,5,761,0,0,0,0,0,0,0,0,0,0,0,3
2010,6,761,0,0,0,0,0,0,0,0,0,0,0,1
2010,7,761,0,0,0,0,0,0,0,0,0,0,0,4
2010,9,761,0,0,0,0,0,0,0,0,0,0,0,2
2010,10,761,0,0,0,0,0,0,0,0,0,0,0,3
2011,2,761,0,0,0,0,0,0,0,0,0,0,0,1
2011,3,761,0,0,0,0,0,0,0,0,0,0,0,1
2011,4,761,0,0,0,0,0,0,0,0,0,0,0,1
2011,7,761,0,0,0,0,0,0,0,0,0,0,0,1
2011,8,761,0,0,0,0,0,0,0,0,0,0,0,3
2011,9,761,0,0,0,0,0,0,0,0,1,0,0,1
2011,10,761,0,0,0,0,0,0,0,0,1,0,0,2
2011,11,761,0,0,0,0,0,0,0,0,0,0,0,3
2012,1,761,0,0,0,0,0,0,0,0,0,0,0,3
2012,2,761,0,0,0,0,0,0,0,0,1,0,0,0
2012,3,761,0,0,0,0,0,0,0,0,0,0,0,3
2012,4,761,0,0,0,0,0,0,0,0,0,0,0,1
